O2_1,O2_2,O2_3,O2_4,O2_5,O2_6,O2_7,NH4_1,NH4_2,NH4_3,NH4_4,NH4_5,NH4_6,NH4_7,NO2_1,NO2_2,NO2_3,NO2_4,NO2_5,NO2_6,NO2_7,NO3_1,NO3_2,NO3_3,NO3_4,NO3_5,NO3_6,NO3_7,BOD5_1,BOD5_2,BOD5_3,BOD5_4,BOD5_5,BOD5_6,BOD5_7,O2_mean,O2_std,NH4_mean,NH4_std,NO2_mean,NO2_std,NO3_mean,NO3_std,BOD5_mean,BOD5_std,O2_sum,NH4_sum,NO2_sum,NO3_sum,BOD5_sum,target
7.367,8.433,13.9,7.4,4.66,11.19,5.0,0.247,0.895,0.714,1.8,12.175,0.43,0.53,0.065,0.095,0.074,0.805,0.934,0.037,0.071,2.347,1.62,2.02,18.355,4.58,2.42,2.095,4.2,4.477,3.9,4.95,5.5,3.9,5.7,8.278571428571428,3.3052146605600297,2.3987142857142856,4.340342602233366,0.2972857142857143,0.39303634873707477,4.776714285714285,6.063855531323442,4.6610000000000005,0.7384197090182972,57.95,16.791,2.0810000000000004,33.437,32.627,High
7.5,4.98,12.05,9.265,6.015,10.07,5.03,0.3,0.3,0.65,3.85,12.175,0.28,0.429,0.012,0.006,0.208,0.902,1.454,0.056,0.567,1.05,2.5,7.695,15.9,8.454,9.53,7.695,5.3,6.6,3.95,6.075,8.415,3.95,3.17,7.844285714285715,2.7156773688029605,2.569142857142857,4.429345340211931,0.45785714285714285,0.5520200565714464,7.546285714285715,4.869198589579389,5.351428571428571,1.832904603549864,54.910000000000004,17.983999999999998,3.205,52.824000000000005,37.46,Low
7.933,8.2,8.77,6.17,8.01,10.44,7.8,0.447,0.483,1.848,9.26,10.09,0.38,0.844,0.067,0.099,0.026,0.805,1.69,0.066,0.066,2.533,2.767,2.095,5.24,4.95,1.44,1.8,3.333,6.95,5.8,6.075,10.2,3.5,3.9,8.188999999999998,1.2734429708471438,3.336,4.365744800909309,0.4027142857142857,0.6314733339014178,2.9750000000000005,1.515515753794727,5.679714285714286,2.4373118193538357,57.32299999999999,23.352,2.819,20.825000000000003,39.758,High
6.3,6.5,8.77,6.17,5.6,10.4,9.2,0.247,0.213,0.714,1.31,12.42,0.31,0.51,0.067,0.033,0.026,0.805,1.69,0.071,0.066,1.933,2.6,2.02,7.78,7.4,2.42,2.84,4.913,4.98,2.04,3.5,5.5,2.95,2.9,7.562857142857142,1.857603422744068,2.2462857142857144,4.502300845652354,0.394,0.636805046043659,3.8561428571428578,2.5722371863529894,3.8261428571428566,1.3061702835097,52.94,15.724,2.758,26.993000000000006,26.782999999999998,High
8.1,6.55,9.6,6.015,6.015,8.45,7.2,0.21,0.2,0.65,4.27,3.79,0.53,0.53,0.05,0.05,0.011,0.95,1.23,0.05,0.06,1.2,1.2,0.66,6.87,7.795,0.76,0.6,5.75,5.4,4.14,9.545,7.4,5.75,4.14,7.41857142857143,1.3557922477458038,1.4542857142857142,1.772981078512093,0.34299999999999997,0.5168942509514559,2.726428571428572,3.166971100654528,6.017857142857143,1.9117615287627123,51.93000000000001,10.18,2.401,19.085000000000004,42.125,Low
9.7,8.9,9.545,8.37,6.025,9.805,5.03,0.41,0.2,1.64,15.515,12.175,1.285,0.429,0.012,0.08,0.134,1.252,1.075,0.071,0.19,0.09,0.12,2.095,14.775,2.02,0.636,1.8,10.7,7.3,4.725,6.075,6.75,2.95,4.14,8.196428571428571,1.9119530030087781,4.522,6.461932476692505,0.402,0.5256015601194501,3.076571428571429,5.230997414679246,6.091428571428572,2.5389412397784272,57.375,31.654,2.814,21.536,42.64,High
4.205,7.205,9.265,7.98,5.07,8.37,6.385,0.205,0.2,0.12,5.845,5.845,0.38,0.429,0.052,0.078,0.011,0.23,0.746,0.051,0.11,1.5,1.5,2.095,4.9,14.9,1.73,1.8,4.1,4.7,2.025,10.725,7.725,2.7,4.2,6.925714285714285,1.8205343276344002,1.8605714285714288,2.7239931997677513,0.18257142857142858,0.25810195475357994,4.060714285714286,4.928084844855579,5.167857142857143,3.0464362474084057,48.48,13.024000000000001,1.278,28.425000000000004,36.175,Low
9.7,8.09,8.77,6.37,9.265,7.15,7.15,0.24,0.28,1.64,20.225,12.175,0.43,0.429,0.058,0.034,0.027,0.66,0.746,0.071,0.567,1.095,2.15,14.67,19.355,17.5,2.78,1.7,6.755,5.52,4.725,5.725,8.4,2.155,7.37,8.070714285714285,1.2354568270192898,5.059857142857143,7.971414668019963,0.309,0.3305369369172932,8.464285714285714,8.27653229950575,5.807142857142857,2.027405684495289,56.495,35.419000000000004,2.163,59.25,40.65,High
9.2,8.4,8.9,5.9,5.2,9.4,8.9,0.26,0.25,0.848,5.85,5.2,0.429,0.429,0.027,0.026,0.072,0.53,0.051,0.051,0.053,1.25,1.25,4.66,7.78,7.2,3.73,3.73,4.25,4.8,2.21,5.2,5.3,2.84,4.4,7.985714285714286,1.704336206492693,1.8951428571428575,2.4946215764167134,0.11571428571428574,0.18338094619826628,4.228571428571429,2.577760194247638,4.142857142857143,1.1831696734579011,55.9,13.266000000000002,0.8100000000000002,29.6,29.0,High
5.7,5.4,9.0,7.5,5.4,7.8,7.15,0.14,0.2,1.64,4.39,5.845,0.38,0.844,0.05,0.04,0.082,0.902,2.23,0.064,0.071,1.9,2.3,2.02,5.24,4.58,1.73,1.8,3.9,4.2,4.725,5.8,6.75,7.37,7.37,6.85,1.388344337691482,1.919857142857143,2.2818523490482776,0.4912857142857144,0.8283450799205435,2.795714285714286,1.4682853621697332,5.730714285714285,1.4789817121120548,47.949999999999996,13.439,3.4390000000000005,19.57,40.114999999999995,Low
10.0,8.5,12.02,6.37,8.11,8.98,7.15,0.24,0.245,1.16,9.265,16.645,0.38,0.429,0.017,0.039,0.074,0.902,1.075,0.071,0.071,2.205,1.62,3.96,14.775,14.775,11.07,1.8,4.205,4.8,6.025,5.725,7.55,6.625,6.34,8.732857142857144,1.8709508659655236,4.052,6.451834209483894,0.32128571428571434,0.45898900287687155,7.172142857142857,6.130208572541162,5.895714285714285,1.123304012617201,61.13,28.363999999999997,2.2490000000000006,50.205,41.269999999999996,High
6.54,4.98,11.475,9.115,6.015,8.98,7.15,0.36,0.435,0.65,3.85,5.845,0.28,0.44,0.02,0.04,0.067,0.805,1.075,0.071,0.19,0.79,0.6,14.67,19.355,20.05,9.53,7.695,4.4,4.97,2.04,2.8,8.4,2.155,2.9,7.750714285714286,2.227067257949021,1.6942857142857142,2.2325479251508216,0.324,0.43136372896508884,10.384285714285713,8.041680187504054,3.952142857142857,2.2487215944895915,54.255,11.86,2.2680000000000002,72.69,27.665,High
10.6,11.3,8.705,6.96,5.015,8.98,5.015,0.205,0.205,0.65,2.645,5.07,0.429,0.53,0.024,0.3,0.12,0.902,0.746,0.071,0.11,4.3,4.4,4.96,6.76,5.45,10.07,5.795,2.36,2.4,3.96,5.725,7.625,2.21,2.025,8.082142857142857,2.515360903765199,1.3905714285714286,1.8319658709651094,0.32471428571428573,0.35453289188532483,5.962142857142857,2.0003580036726283,3.757857142857143,2.162627370319987,56.575,9.734,2.273,41.735,26.305,High
9.1,4.98,11.475,9.265,3.29,8.98,6.375,0.52,0.86,1.16,7.85,16.645,0.28,0.429,0.065,0.095,0.074,0.66,1.075,0.071,0.567,1.05,1.15,2.095,7.45,2.02,0.636,1.8,5.65,4.25,3.95,6.075,8.4,3.5,3.17,7.637857142857143,2.854042246158445,3.9634285714285715,6.209337105175904,0.37242857142857144,0.4011566016503019,2.3144285714285715,2.328997055754748,4.9992857142857146,1.84400024532588,53.465,27.744,2.607,16.201,34.995000000000005,Low
5.9,5.2,8.07,7.17,5.2,8.11,6.43,0.28,0.28,0.65,1.32,5.845,0.28,0.51,0.06,0.06,0.011,0.26,1.23,0.071,0.037,0.36,0.62,2.09,7.78,7.69,0.567,0.8,5.1,4.9,2.8,5.2,8.4,2.3,3.6,6.582857142857144,1.238462949058419,1.3092857142857142,2.034069051129264,0.24699999999999997,0.441053284762737,2.843857142857143,3.3885942232028627,4.614285714285714,2.0276657938202174,46.080000000000005,9.165,1.7289999999999999,19.907,32.3,Low
6.54,6.54,9.545,7.6,5.8,8.98,6.375,0.215,0.2,0.65,10.09,16.645,0.38,0.844,0.04,0.06,0.134,0.66,0.746,0.056,0.15,1.02,2.205,2.095,7.45,2.02,1.73,1.8,5.485,4.97,6.025,8.5,8.415,7.37,8.25,7.339999999999999,1.426069773889062,4.146285714285714,6.581385231957523,0.26371428571428573,0.303889077507849,2.617142857142857,2.1664561253016745,7.002142857142856,1.4898737562370206,51.379999999999995,29.023999999999997,1.846,18.32,49.01499999999999,Low
7.55,7.1,8.1,7.58,6.025,10.05,7.15,0.72,0.725,0.65,3.85,5.02,0.38,0.44,0.095,0.2,0.082,0.53,1.23,0.071,0.105,0.636,0.95,4.9,4.9,14.775,0.76,1.73,4.4,4.7,4.95,6.025,6.025,2.025,3.9,7.650714285714286,1.2362929418609645,1.6835714285714285,1.9142681680077165,0.33042857142857146,0.42843391444611273,4.093000000000001,5.065069561878362,4.575,1.3753787357185172,53.555,11.785,2.313,28.651000000000003,32.025,High
6.45,6.467,8.09,6.17,6.015,10.4,7.15,0.247,0.2,0.65,1.8,12.42,0.31,0.51,0.089,0.247,0.026,0.805,1.18,0.19,0.191,2.205,1.62,2.02,10.98,6.054,8.76,1.8,4.913,4.97,3.95,6.3,6.75,3.9,3.8,7.248857142857142,1.5589956626592893,2.305285714285714,4.4939906806862915,0.3897142857142857,0.43194741743477455,4.777,3.8517882859783454,4.940428571428571,1.1894415856671086,50.742,16.137,2.7279999999999998,33.439,34.583,High
8.567,8.0,12.7,6.17,5.4,10.4,10.46,0.247,0.247,0.714,0.515,12.42,0.31,0.51,0.057,0.03,0.026,0.805,0.934,0.013,0.191,2.533,2.6,0.026,19.355,0.934,2.42,1.69,4.5,4.2,4.95,5.8,5.5,3.9,3.8,8.813857142857142,2.5721406408263285,2.137571428571429,4.537347935271692,0.2937142857142857,0.39957882588450316,4.222571428571429,6.740015822363794,4.664285714285714,0.7792701102710823,61.696999999999996,14.963000000000001,2.056,29.558000000000003,32.65,High
10.0,8.76,11.475,9.115,8.11,8.98,6.375,0.3,0.3,1.64,0.515,16.645,1.285,0.429,0.03,0.015,0.134,0.77,1.454,0.056,0.567,1.6,2.205,2.095,14.775,4.58,0.636,1.8,4.8,4.97,3.95,2.8,8.415,3.5,3.8,8.973571428571429,1.574520335122505,3.016285714285714,6.03241603655577,0.4322857142857143,0.5389226024473008,3.9558571428571434,4.91919591764655,4.6049999999999995,1.8368201690239936,62.815,21.113999999999997,3.026,27.691000000000003,32.235,High
8.1,8.4,9.545,9.265,7.795,12.02,8.98,0.33,0.2,0.65,1.848,24.175,0.38,0.429,0.03,0.06,0.015,0.55,1.454,0.056,0.15,1.5,1.5,4.9,5.07,7.695,0.746,0.76,4.2,4.3,4.725,5.2,7.625,4.725,4.2,9.157857142857143,1.4104161830905833,4.001714285714286,8.913001266208177,0.3307142857142857,0.5293665126940924,3.1672857142857143,2.718460024492158,4.996428571428572,1.2146183017918095,64.105,28.012,2.315,22.171,34.975,Low
9.6,8.4,9.545,9.545,4.95,8.43,7.15,0.14,0.2,0.65,4.393,12.175,0.38,0.429,0.065,0.095,0.208,0.66,0.746,0.056,0.567,1.6,2.15,2.02,15.355,4.58,0.636,1.8,3.85,4.97,4.725,4.95,6.75,4.725,4.14,8.231428571428571,1.6994624500257778,2.6238571428571427,4.474878599044948,0.34242857142857147,0.30343964646634275,4.020142857142857,5.1401845112334055,4.872857142857143,0.9279091960911241,57.620000000000005,18.366999999999997,2.3970000000000002,28.141,34.11,High
5.55,6.75,9.265,7.695,6.625,8.76,6.375,0.825,0.895,1.848,1.848,24.2,0.38,0.56,0.071,0.11,0.074,0.902,1.025,0.056,0.082,2.4,3.625,14.475,13.645,8.45,4.9,4.9,4.275,3.15,2.15,6.625,9.545,3.15,4.2,7.288571428571429,1.3431421936567076,4.365142857142857,8.765733976277009,0.3314285714285714,0.4335496346605377,7.484999999999999,4.862410239102962,4.727857142857144,2.54664298168991,51.02,30.555999999999997,2.32,52.394999999999996,33.095000000000006,Low
6.367,8.433,12.7,7.5,2.28,12.03,7.15,0.473,0.53,1.64,2.8,24.22,0.38,0.44,0.039,0.089,0.026,0.805,1.69,0.064,0.102,4.2,4.22,1.64,14.775,9.29,1.73,1.78,4.833,4.833,4.725,3.68,5.725,2.27,2.27,8.065714285714286,3.531896313799227,4.3547142857142855,8.805640932839314,0.40214285714285714,0.6320220008226054,5.376428571428571,4.94237014184972,4.048,1.3516101508941103,56.46,30.482999999999997,2.815,37.635,28.336,High
10.375,10.1,7.84,9.265,5.01,10.07,2.84,0.26,0.245,0.65,19.089,14.285,0.31,0.429,0.037,0.045,0.082,0.902,2.025,0.064,0.29,4.935,4.215,6.02,19.089,14.8,1.73,1.73,5.5,6.4,4.5,8.25,5.2,3.5,3.5,7.928571428571429,2.9294861811782433,5.038285714285714,8.078687511270745,0.49214285714285716,0.7435400524005479,7.502714285714284,6.754523415565941,5.264285714285713,1.6868892192717453,55.5,35.268,3.4450000000000003,52.51899999999999,36.849999999999994,High
8.367,8.1,8.75,9.265,5.2,8.42,6.43,0.53,0.32,0.65,15.645,14.515,0.429,0.429,0.103,0.103,0.082,0.66,1.69,0.013,0.191,1.833,1.533,2.69,4.66,9.805,1.73,2.46,4.733,4.333,4.5,4.3,5.2,3.0,4.4,7.790285714285715,1.4422698215296743,4.645428571428572,7.136351608890519,0.40599999999999997,0.6058657717129541,3.5301428571428572,2.961160888827861,4.352285714285714,0.6732311921585615,54.532000000000004,32.518,2.8419999999999996,24.711000000000002,30.466,Low
8.765,8.3,9.265,7.265,6.015,8.76,6.265,0.825,0.895,0.65,21.515,24.515,0.429,0.429,0.058,0.058,0.12,0.902,0.746,0.056,0.191,0.59,0.59,0.64,10.07,9.805,0.76,0.848,4.3,4.8,2.075,5.725,5.725,2.21,2.025,7.805,1.2959906121059164,7.036857142857144,10.950884080422783,0.3044285714285714,0.3610465607752261,3.329,4.516077612264874,3.837142857142857,1.6983297116649076,54.635,49.25800000000001,2.131,23.303,26.86,High
6.54,4.98,9.545,9.115,2.28,8.43,5.03,0.215,0.18,1.848,10.09,16.645,0.38,0.429,0.071,0.105,0.074,1.252,1.454,0.037,0.071,1.5,2.205,2.095,10.09,2.02,0.636,1.8,2.52,1.72,2.04,2.8,8.415,2.95,3.7,6.5600000000000005,2.6486238565212186,4.255285714285714,6.531131849694603,0.4377142857142857,0.6282801164782352,2.9065714285714286,3.211877532801381,3.449285714285714,2.28152439641319,45.92,29.787,3.064,20.346,24.144999999999996,Low
4.933,8.497,9.4,9.2,5.6,10.23,7.4,0.485,0.485,0.714,13.36,27.92,0.43,0.51,0.053,0.053,0.011,0.76,2.69,0.013,0.105,4.167,3.667,1.59,19.7,4.66,3.96,1.8,4.273,4.867,3.8,2.92,5.8,3.9,2.9,7.894285714285714,2.0028383787586486,6.271999999999999,10.67766639611234,0.5264285714285715,0.9908534801107675,5.649142857142857,6.307090888530978,4.065714285714285,1.037817375438427,55.26,43.903999999999996,3.685,39.544,28.459999999999997,Low
9.1,8.5,9.6,7.17,1.23,8.42,7.37,0.95,0.785,0.65,1.57,14.515,0.429,0.429,0.05,0.05,0.011,0.805,2.23,0.051,0.01,1.5,1.5,3.66,6.37,14.775,2.57,3.73,5.1,6.3,2.23,6.45,6.75,2.23,2.6,7.341428571428572,2.830756250965624,2.7611428571428567,5.197628671762135,0.45814285714285713,0.832614642471019,4.872142857142856,4.6748706373749505,4.522857142857143,2.0967094400966664,51.39,19.327999999999996,3.207,34.105,31.66,High
10.0,8.76,9.545,7.7,6.025,9.805,9.805,0.095,0.12,0.65,12.175,12.175,0.31,0.429,0.03,0.05,0.208,0.66,1.18,0.071,0.071,1.37,2.15,6.025,10.09,8.45,9.53,10.36,4.935,4.95,2.04,6.075,6.75,2.95,2.27,8.805714285714286,1.4678255702779892,3.7077142857142857,5.787303624149613,0.32428571428571434,0.4375342707665745,6.853571428571428,3.7718482585748703,4.281428571428571,1.8720503783412503,61.64,25.954,2.2700000000000005,47.974999999999994,29.97,High
8.1,8.3,11.475,9.115,8.11,10.44,6.375,0.41,0.2,0.65,3.85,5.845,0.28,0.44,0.012,0.08,0.064,0.22,1.075,0.037,0.07,2.475,1.855,1.8,2.3,2.02,0.636,0.76,5.0,5.4,4.725,6.075,5.725,3.5,3.7,8.845,1.6845869919162182,1.6678571428571427,2.2515510526872675,0.2225714285714286,0.38169964507138204,1.692285714285714,0.720223278871609,4.875,0.9787321731028702,61.915,11.674999999999999,1.558,11.845999999999998,34.125,High
4.2,7.94,8.77,6.37,8.11,8.98,8.15,0.7,0.755,0.65,10.09,16.645,0.28,0.429,0.017,0.02,0.208,1.252,1.075,0.071,0.071,4.2,2.15,7.695,17.3,17.515,7.695,7.695,2.91,1.04,5.725,5.725,8.415,4.835,4.45,7.502857142857144,1.681187222230313,4.221285714285714,6.5303690481290495,0.3877142857142858,0.5361758773281127,9.178571428571429,6.003382181657905,4.728571428571429,2.3301353935728604,52.52,29.549,2.7140000000000004,64.25,33.1,Low
9.2,8.7,8.98,6.98,8.11,8.07,6.42,0.755,0.755,0.699,2.3,5.07,0.38,0.54,0.03,0.02,0.011,0.902,0.454,0.013,0.191,4.3,5.75,3.73,4.9,7.795,3.73,3.62,4.2,3.4,3.25,6.025,6.025,3.48,3.9,8.065714285714286,1.0339222592125763,1.4998571428571432,1.6986539208612044,0.23157142857142857,0.33724711866466567,4.832142857142857,1.5169867532459897,4.325714285714286,1.2042647430812596,56.46,10.499000000000002,1.621,33.825,30.279999999999998,Low
7.9,6.4,9.6,8.9,5.2,8.9,6.5,0.215,0.23,1.32,7.28,3.78,0.429,0.429,0.2,0.3,0.072,0.805,1.24,0.071,0.15,0.3,0.63,0.64,4.9,7.74,0.76,0.848,4.2,4.9,2.8,6.0,8.25,2.21,6.34,7.628571428571428,1.6265651802846037,1.9547142857142856,2.6692711685830215,0.4054285714285714,0.44679296366544585,2.259714285714286,2.8973160979479906,4.957142857142857,2.1063136382925367,53.4,13.683,2.838,15.818000000000001,34.7,High
12.79,8.76,11.475,9.265,6.015,8.98,6.375,0.36,0.435,1.16,8.625,12.175,0.31,0.44,0.065,0.095,0.064,0.66,1.18,0.071,0.19,5.105,4.22,14.67,19.355,20.05,9.53,7.695,4.7,6.54,4.725,6.075,5.725,2.155,4.45,9.094285714285714,2.4615906587872343,3.357857142857143,4.926948732179361,0.3321428571428572,0.43093983670245994,11.517857142857142,6.54603624158853,4.910000000000001,1.4467377094691354,63.66,23.505000000000003,2.325,80.625,34.370000000000005,High
9.7,4.98,9.545,9.265,2.28,8.98,2.31,0.3,0.3,1.16,8.625,12.175,0.31,0.429,0.31,0.472,0.208,1.252,1.18,0.14,0.11,1.235,2.3,2.095,3.87,2.02,1.73,1.8,4.275,4.275,4.725,6.075,5.725,2.95,4.45,6.722857142857143,3.431105090616891,3.3284285714285713,4.947691948681488,0.5245714285714286,0.4877714140670324,2.15,0.8303563492059699,4.639285714285714,1.0329828514687798,47.06,23.299,3.6719999999999997,15.05,32.475,Low
7.5,8.5,8.77,5.24,5.6,10.07,7.15,0.3,0.3,1.16,10.09,14.515,0.38,0.844,0.065,0.095,0.095,0.22,1.075,0.056,0.056,1.7,1.7,6.025,7.45,7.795,7.695,7.695,4.3,4.2,6.025,6.5,8.4,4.725,2.9,7.547142857142857,1.7340868325597605,3.9412857142857147,5.861449329141662,0.2374285714285714,0.3737123925975059,5.722857142857143,2.8140582455812475,5.292857142857143,1.820068352981231,52.83,27.589000000000002,1.662,40.06,37.05,Low
8.367,8.433,9.0,5.24,8.11,9.155,5.03,0.473,0.725,0.714,8.625,14.515,0.21,0.429,0.047,0.047,0.026,0.805,1.454,0.056,0.066,4.913,4.22,2.03,5.24,3.66,2.02,1.8,4.913,4.913,5.8,5.5,5.5,2.95,5.7,7.619285714285715,1.736481088704559,3.670142857142857,5.6608818638256775,0.35728571428571426,0.5599338396292055,3.411857142857143,1.4580286266704356,5.039428571428572,0.986302498753612,53.335,25.691,2.501,23.883,35.276,High
8.1,8.3,8.77,7.6,3.24,8.98,7.15,0.3,0.3,1.16,10.09,8.429,0.28,0.429,0.065,0.055,0.12,0.902,2.23,0.071,0.064,4.2,4.95,2.074,14.775,14.775,0.82,1.8,1.9,2.6,3.5,6.075,14.515,4.3,7.5,7.4485714285714275,1.9606497951055968,2.998285714285714,4.315015670666242,0.501,0.8226262820989857,6.199142857142857,6.027050423675233,5.7700000000000005,4.318575189419152,52.13999999999999,20.988,3.507,43.394,40.39,High
7.3,8.3,9.545,7.6,4.55,10.07,7.15,0.24,0.245,0.65,2.3,16.645,0.37,0.844,0.031,0.06,0.082,0.66,0.746,0.071,0.15,1.9,2.2,2.02,19.355,17.515,1.73,1.8,4.2,6.6,3.95,5.725,8.4,3.5,3.1,7.787857142857143,1.8130036246122463,3.0420000000000003,6.040957953834806,0.2571428571428571,0.3077024691545544,6.645714285714285,8.07254525566515,5.067857142857143,1.9242268082333251,54.515,21.294,1.7999999999999998,46.519999999999996,35.475,Low
4.9,5.7,9.5,7.97,2.74,8.98,5.92,0.16,0.15,0.65,2.2,7.82,0.53,0.51,0.04,0.06,0.07,0.66,0.05,0.064,0.105,2.2,2.2,2.02,3.87,6.025,2.02,2.23,4.8,5.4,3.5,4.5,5.2,3.5,3.0,6.530000000000001,2.4145047801429866,1.717142857142857,2.779806433823012,0.14985714285714288,0.22587638844541244,2.9378571428571427,1.509646363509396,4.271428571428571,0.9375753937938107,45.71000000000001,12.02,1.0490000000000002,20.564999999999998,29.9,Low
11.0,11.3,9.265,9.265,6.015,10.0,6.015,0.34,0.435,2.3,14.355,25.515,0.28,0.38,0.031,0.025,0.026,0.252,2.075,0.071,0.071,3.5,2.2,2.095,4.9,5.07,2.07,2.74,6.05,7.3,2.025,10.665,5.725,2.025,2.5,8.98,2.1697964574279007,6.229285714285715,9.926990744334118,0.3644285714285715,0.7584870592486197,3.2250000000000005,1.302692724065554,5.184285714285714,3.2332612903117757,62.86,43.605000000000004,2.5510000000000006,22.575000000000003,36.29,High
15.1,15.2,9.265,6.025,3.01,10.05,7.15,0.573,0.895,0.65,0.515,3.72,0.429,0.429,0.134,0.132,0.12,0.902,0.746,0.071,0.191,2.467,2.4,2.848,6.805,7.795,2.07,2.78,5.95,4.8,2.025,6.025,8.5,2.8,2.025,9.4,4.543419233719615,1.0301428571428572,1.1968849051560793,0.32799999999999996,0.343592297158517,3.880714285714286,2.3671691753573305,4.589285714285714,2.435965634287268,65.8,7.211,2.296,27.165,32.125,High
10.7,7.015,9.265,7.76,6.025,10.07,7.805,0.24,0.245,1.64,21.515,14.515,0.38,0.98,0.102,0.102,0.12,0.805,2.025,0.013,0.191,1.95,1.95,2.07,3.96,1.8,3.02,3.73,3.7,2.4,3.95,6.625,7.725,7.45,5.2,8.377142857142857,1.6904606303777507,5.6450000000000005,8.702780207113893,0.47971428571428565,0.7313944932537466,2.64,0.9181140088972247,5.292857142857143,2.043725880882873,58.64,39.515,3.3579999999999997,18.48,37.05,High
7.2,7.1,9.265,6.625,5.01,8.42,6.485,0.435,0.4,0.848,2.848,24.515,0.31,0.429,0.058,0.044,0.015,0.805,0.848,0.056,0.105,1.5,1.5,0.12,14.775,8.625,0.567,0.848,4.1,4.2,7.725,5.725,7.4,3.025,3.5,7.157857142857144,1.3776878490876698,4.255,8.97876776994854,0.27585714285714286,0.3773006884751332,3.9907142857142857,5.579212002731978,5.096428571428571,1.8817892954262845,50.105000000000004,29.784999999999997,1.931,27.935,35.675,High
8.1,8.5,9.5,7.98,6.75,12.4,4.9,0.47,0.47,1.64,21.285,1.645,1.285,1.285,0.03,0.05,0.078,0.902,0.054,0.072,0.037,0.4,0.905,2.025,6.43,5.14,1.83,1.64,5.45,4.3,2.02,5.5,8.25,3.25,3.8,8.304285714285713,2.3236024985845947,4.011428571428572,7.632716704143702,0.17471428571428574,0.3211649183237558,2.624285714285714,2.2610661728696124,4.652857142857143,2.0018467664110746,58.129999999999995,28.080000000000002,1.223,18.369999999999997,32.57,High
7.7,8.9,9.545,6.37,8.11,11.37,6.375,0.18,0.2,0.65,14.515,14.515,0.28,0.429,0.012,0.04,0.064,0.66,2.23,0.056,0.056,1.31,3.38,6.025,5.36,6.054,5.07,5.07,3.52,4.8,2.95,10.465,8.415,2.155,1.83,8.338571428571429,1.7865766013191127,4.3955714285714285,6.91472406914267,0.44542857142857145,0.8197322443218592,4.609857142857143,1.7066517344956889,4.876428571428571,3.316559103304852,58.37,30.769000000000002,3.1180000000000003,32.269,34.135,Low
7.367,8.433,11.475,10.11,10.11,10.44,10.46,0.247,0.247,0.714,15.645,12.175,0.21,0.51,0.089,0.099,0.026,0.22,1.69,0.013,0.191,4.935,2.52,6.025,7.45,7.795,1.44,1.8,4.913,4.95,3.95,10.465,10.465,2.155,3.9,9.770714285714286,1.391953030132568,4.249714285714286,6.6772270121232635,0.3325714285714286,0.6035066575558927,4.566428571428572,2.665129318760027,5.828285714285713,3.3001677590836556,68.395,29.748,2.328,31.965000000000003,40.797999999999995,High
7.1,8.6,9.6,7.98,7.01,8.98,8.17,0.18,0.215,0.12,3.27,7.14,0.28,0.34,0.06,0.06,0.018,0.902,1.23,0.013,0.064,1.2,1.2,3.73,3.73,4.2,3.73,3.73,6.7,4.8,4.1,6.48,6.75,6.49,6.34,8.205714285714285,0.9489969642181361,1.6492857142857142,2.6745255475994063,0.3352857142857143,0.5084908108922961,3.0742857142857143,1.2918314795005468,5.951428571428571,1.0545208796957442,57.44,11.545,2.347,21.52,41.66,High
7.8,7.9,7.9,7.9,4.7,10.2,6.5,0.29,0.31,0.714,2.848,5.2,0.51,0.51,0.03,0.05,0.071,0.902,2.23,0.051,0.11,1.6,2.3,2.095,7.78,7.14,2.03,2.21,4.1,4.8,4.15,7.75,6.75,3.85,3.1,7.557142857142858,1.6671903939034105,1.483142857142857,1.8691937146419957,0.492,0.8281704735942554,3.593571428571429,2.6569323073263056,4.928571428571429,1.6879122071504842,52.900000000000006,10.382,3.444,25.155,34.5,Low
7.5,8.9,8.77,6.83,4.88,10.23,8.01,0.24,0.23,0.698,21.97,14.515,0.36,0.294,0.017,0.039,0.026,0.105,0.072,0.026,0.037,0.53,1.62,2.074,10.98,8.45,0.9,1.78,4.8,4.97,4.725,5.8,5.69,4.25,3.7,7.874285714285714,1.7136010537545114,5.472428571428571,8.986541267494461,0.046,0.03143246729100342,3.762,4.164924329044486,4.847857142857143,0.7442101917629249,55.12,38.306999999999995,0.322,26.334,33.935,Low
5.89,5.42,7.96,6.49,5.2,10.23,6.375,0.245,0.24,0.698,10.09,30.26,0.38,0.38,0.195,0.3,0.208,0.66,1.454,0.064,0.567,1.36,2.205,2.095,14.775,14.775,1.73,2.095,4.7,5.4,3.95,6.075,8.4,3.95,1.83,6.795,1.7644427826748406,6.041857142857144,11.275645324157304,0.4925714285714286,0.47402596874814673,5.576428571428571,6.2903091566086236,4.900714285714286,2.047377242090126,47.565,42.293000000000006,3.4480000000000004,39.035,34.305,Low
10.4,8.433,11.37,9.115,6.015,8.98,7.2,0.247,0.895,0.65,2.3,5.845,0.31,0.429,0.089,0.247,0.02,0.902,1.454,0.056,0.056,4.333,5.105,2.02,14.775,7.795,9.53,2.8,2.52,4.977,3.95,4.95,6.75,3.5,3.3,8.787571428571429,1.8141277846523434,1.5251428571428571,2.0304463736308023,0.4034285714285714,0.5573807367628394,6.622571428571428,4.465249110525371,4.278142857142857,1.403025591186351,61.513000000000005,10.676,2.824,46.358,29.947,High
